idx,x,y,class
0,3.316750812214777,1.4434626343180077,1
1,2.2094649169188467,-0.3333928870803002,1
2,2.5167401466103825,1.0311512962743175,1
3,3.757065609773208,2.75637191371071,1
4,1.0089084937957158,0.8698308214172034,1
5,3.0502539224180807,2.1224011146341897,1
6,2.44908966959623,1.1748501316494735,1
7,2.0594368714379145,1.6089630683635059,1
8,2.510874297398989,0.9180709573337766,1
9,2.7536281876339084,0.7894376738336056,1
10,3.47973668273121,1.302333237123593,1
11,1.7547529012945884,0.6119772287456308,1
12,2.113462340315095,0.6757063391426175,1
13,3.458156819336721,1.1306298761729363,1
14,4.312783906765561,2.09597557534126,1
15,2.3051882008279727,1.6625517299890535,1
16,2.1719552737415135,2.3273053361914173,1
17,1.8989711765627613,1.6313688786428362,1
18,3.5419850819434693,2.5183436693066437,1
19,2.0845222047303125,1.0611379935838594,1
20,3.1244025351672002,0.786897105650894,1
21,1.0865700683322401,0.24174355133283915,1
22,2.5352240799037142,-0.09184062072088181,1
23,1.644988341254469,-0.5162789300672365,1
24,1.7615758722692998,-0.31714893268438293,1
25,0.9900791016088563,0.9406673381906311,1
26,1.7752776281133686,0.6861751342850224,1
27,1.2354239643099052,-0.08980704136064017,1
28,2.188406334451961,0.689569620661622,1
29,2.2561089812837065,0.19146193688666452,1
30,2.500220025789425,1.2408338348969405,1
31,2.6774110474440147,1.4718736461032473,1
32,1.628579116430918,0.05270445057532266,1
33,1.902690862238148,1.633060434769982,1
34,1.4103885265954061,0.6979343246113554,1
35,1.9038262321944857,0.17671095109545484,1
36,1.3848622303748388,0.6586398536611476,1
37,1.1222074104413098,0.11410976029688712,1
38,1.5021945006181907,-0.7694320064310085,1
39,2.529801092371811,1.8030019760618277,1
40,2.588095425854403,0.7796163041925065,1
41,0.6684819937541862,0.1699609406198754,1
42,3.070806990412008,1.1559189566098818,1
43,0.46220913751600734,0.33074213219227544,1
44,2.1013519305380153,-0.07100892095406702,1
45,1.1361661775610186,1.7771073929776375,1
46,2.7266009636408026,1.1913346919571832,1
47,2.8213392741922485,0.646258599141703,1
48,2.009850850912358,1.2470294606787593,1
49,2.707491304266394,1.7519674072063363,1
50,3.2149174747738223,0.16699199499679043,1
51,2.858959826717293,0.7452788039895867,1
52,3.505604355923223,1.6127338560350097,1
53,2.224791380532173,1.8751679995630233,1
54,2.1469878235638666,1.0167515377576597,1
55,2.4693294837977877,1.3290083106496209,1
56,2.741517914277453,1.4365487835125135,1
57,2.1737409209653076,1.2121998406977927,1
58,3.1393801518289957,1.7315791159925111,1
59,-0.9285819689218563,-3.0734861631889254,2
60,-1.5424801378968809,-1.3814435080942276,2
61,-1.83624976346694,-0.8299841230557161,2
62,0.030606834086678872,-1.262786144211402,2
63,2.050261607576314,-1.9250326046501018,2
64,-0.6096808271776237,-1.9080588050851877,2
65,0.9002278387071423,-0.76391147360961,2
66,2.2485071907983922,-1.8845924845501325,2
67,0.1833840266847537,-2.4271461147035707,2
68,-0.8128050273520717,-0.2205139869022689,2
69,1.9756204987985524,-1.4032832253096132,2
70,-1.5722162196263005,-0.8849831369082211,2
71,1.6576818088332872,-0.9567121974591517,2
72,-0.7253723880353568,-1.0636454007060945,2
73,2.5622271731703603,0.2601985506545935,2
74,1.8325675700495463,-1.2878781978605265,2
75,-0.8679929031954136,-2.4441011855808625,2
76,0.37001440429478083,-2.153906975156987,2
77,-1.4573770449061387,-1.3833517690762576,2
78,1.262930849728497,-0.7708495299701159,2
79,0.37615037193423967,-1.027043403355823,2
80,0.7620639041095961,-3.375053809963535,2
81,1.0345779671651851,-1.4507097382440914,2
82,-0.49487675568032957,-2.3812435267673706,2
83,-2.53897708429512,-0.08744335730498132,2
84,0.8353201453942961,-1.473670551400868,2
85,0.787904614989708,-2.026626522462477,2
86,-0.80683215596554,-2.233830390843911,2
87,-0.5580426248756841,-2.372985428849456,2
88,-1.1151110419194477,-1.8022471916654532,2
89,-0.5557228299517035,-2.6575400353922927,2
90,-1.3492852824437318,-2.1180014697848173,2
91,-1.5644826057199068,-1.8522145217655501,2
92,-1.9325556106314645,-1.5594954568986203,2
93,0.7466659419884483,-2.3129317092207393,2
94,0.9574553638036395,-2.2235284346674598,2
95,2.5438651841995523,0.16927402279974063,2
96,-0.5439525887762288,-0.3689265458773164,2
97,1.0310497503881466,-2.5655693487335225,2
98,2.2519094221481226,-1.4327413803542555,2
99,1.4102160153374572,-2.1661917693703843,2
100,0.7977197926930393,-2.37694880308186,2
101,-0.5495317266494659,-2.2931286432456255,2
102,-0.16117373994854575,-1.1644833215600159,2
103,-0.6597949416843618,-2.679961185989633,2
104,0.39235440818508077,-2.0987317087655364,2
105,-1.7724990779600354,-1.7172884693761414,2
106,-0.366267357352066,-2.1693532978292818,2
107,-1.6206725727874802,-1.3555833880259567,2
108,0.08253578349332599,-2.3062345877483232,2
109,1.57827507093238,-1.4620342902048171,2
110,1.4205692478240148,-1.4182066376337485,2
111,-0.2787027536488558,-1.930568088670467,2
112,-1.3031449662482804,-0.7631723136577925,2
113,-0.45707186565262586,-2.269415607589675,2
114,-0.4941858470443763,-1.9390450494868323,2
115,0.4820744097730904,-3.87178384840724,2
116,-0.25288887765320184,-2.821492374701591,2
117,-0.10722763772912502,-1.9289220425669578,2
118,-2.433012602550218,-1.2571410404943903,2
119,-0.5510895391746521,-2.22216155077662,2
120,0.739621928568221,-1.4089566673657123,2
121,1.3363217334183295,0.2533369311683021,2
122,-1.1770869962477728,-0.6639668398015716,2
123,-0.4623350080196795,-0.618288179485041,2
124,0.9784740793566467,-1.445570498895827,2
125,-0.09680972631598687,-2.109997993135225,2
126,0.03848714594902388,-1.266762109157885,2
127,-1.5971585012074723,-1.2081435741284863,2
128,-0.4795649160831271,-1.9388406603940473,2
129,-1.7928334730311444,-1.1502881044421043,2
130,-1.327101656141601,0.17038923204902948,3
131,-2.384500834743529,0.374582605524695,3
132,-2.9369401021466124,0.2638618300683816,3
133,-2.146811133816063,0.36825495188646257,3
134,-2.3698694883330416,-0.45963480923116457,3
135,-3.0638415687203526,0.3534128354584048,3
136,-3.915753783711888,0.15458251944173415,3
137,-3.9364633907159607,0.659687233409783,3
138,-3.0942761177622744,0.3488427592737978,3
139,-2.374471628006922,0.29198035155999413,3
140,-2.7788129476325127,0.2868048728821752,3
141,-2.2865612847384686,0.37250784468529985,3
142,-2.985633487449465,0.4892179083470127,3
143,-2.3751946982271073,0.4823337172448789,3
144,-2.2098655255958697,1.160052504157645,3
145,-2.62562100469272,0.5631607642108365,3
146,-4.280638778751085,0.6496709640237085,3
147,-3.582641372001103,1.2727027497273025,3
148,-2.807063720081657,1.5705337870411984,3
149,-2.899659333023909,2.0410570079384662,3
150,-2.3207369765492025,2.356366075556674,3
151,-2.549830947226134,2.045283091019525,3
152,-1.812541284842297,1.5276459462687508,3
153,-2.760144641923948,2.138932347642613,3
154,-2.7371505006679895,0.4098862708817926,3
155,-3.6048688681834222,1.8023842175839684,3
156,-2.8898259968735047,1.9252186131303437,3
157,-3.3921560768357195,1.311876388473596,3
158,-1.048181896853676,3.5150896912197296,3
159,-1.6099122828479335,2.4066381595743267,3
160,-3.1431309667439735,0.7381610441757989,3
161,-2.240156896269542,1.1754652881188652,3
162,-2.847673776119518,0.5560439658826745,3
163,-2.597497056648763,0.6979655372009214,3
